Name,Index,Level,Type,Max_Health,Attack,Defense,Speed,Moves,Evolved_Form,Evolution_Level,Evolution_Item,Abilities,Held_Item,Region,Sub_Region,Mana_Cost,Rarity,Price,Description,Class,Class_Type,Type2
RotomFan,479,1,Electric,50,65,107,86,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Flying
RotomMow,479,1,Electric,50,65,107,86,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Grass
Uxie,480,1,Psychic,75,75,130,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Mesprit,481,1,Psychic,80,105,105,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Azelf,482,1,Psychic,75,125,70,115,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Dialga,483,1,Steel,100,120,120,90,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Dragon
Palkia,484,1,Water,90,120,100,100,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Dragon
Heatran,485,1,Fire,91,90,106,77,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Steel
Regigigas,486,1,Normal,110,160,110,100,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
GiratinaAltered,487,1,Ghost,150,100,120,90,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Dragon
GiratinaOrigin,487,1,Ghost,150,120,100,90,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Dragon
Cresselia,488,1,Psychic,120,70,120,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Phione,489,1,Water,80,80,80,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Manaphy,490,1,Water,100,100,100,100,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Darkrai,491,1,Dark,70,90,90,125,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
ShayminLand,492,1,Grass,100,100,100,100,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
ShayminSky,492,1,Grass,100,103,75,127,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Flying
Arceus,493,1,Normal,120,120,120,120,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Victini,494,1,Psychic,100,100,100,100,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fire
Snivy,495,1,Grass,45,45,55,63,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Servine,496,1,Grass,60,60,75,83,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Serperior,497,1,Grass,75,75,95,113,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Tepig,498,1,Fire,65,63,45,45,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Pignite,499,1,Fire,90,93,55,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fighting
Emboar,500,1,Fire,110,123,65,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fighting
Oshawott,501,1,Water,55,55,45,45,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Dewott,502,1,Water,75,75,60,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Samurott,503,1,Water,95,100,85,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Patrat,504,1,Normal,45,55,39,42,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Watchog,505,1,Normal,60,85,69,77,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Lillipup,506,1,Normal,45,60,45,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Herdier,507,1,Normal,65,80,65,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Stoutland,508,1,Normal,85,110,90,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Purrloin,509,1,Dark,41,50,37,66,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Liepard,510,1,Dark,64,88,50,106,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Pansage,511,1,Grass,50,53,48,64,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Simisage,512,1,Grass,75,98,63,101,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Pansear,513,1,Fire,50,53,48,64,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Simisear,514,1,Fire,75,98,63,101,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Panpour,515,1,Water,50,53,48,64,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Simipour,516,1,Water,75,98,63,101,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Munna,517,1,Psychic,76,25,45,24,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Musharna,518,1,Psychic,116,55,85,29,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Pidove,519,1,Normal,50,55,50,43,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
Tranquill,520,1,Normal,62,77,62,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
Unfezant,521,1,Normal,80,115,80,93,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
Blitzle,522,1,Electric,45,60,32,76,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Zebstrika,523,1,Electric,75,100,63,116,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Roggenrola,524,1,Rock,55,75,85,15,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Boldore,525,1,Rock,70,105,105,20,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Gigalith,526,1,Rock,85,135,130,25,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Woobat,527,1,Psychic,55,45,43,72,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
Swoobat,528,1,Psychic,67,57,55,114,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
Drilbur,529,1,Ground,60,85,40,68,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Excadrill,530,1,Ground,110,135,60,88,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Steel
Audino,531,1,Normal,103,60,86,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Timburr,532,1,Fighting,75,80,55,35,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Gurdurr,533,1,Fighting,85,105,85,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Conkeldurr,534,1,Fighting,105,140,95,45,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Tympole,535,1,Water,50,50,40,64,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Palpitoad,536,1,Water,75,65,55,69,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Ground
Seismitoad,537,1,Water,105,95,75,74,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Ground
Throh,538,1,Fighting,120,100,85,45,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Sawk,539,1,Fighting,75,125,75,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Sewaddle,540,1,Bug,45,53,70,42,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Grass
Swadloon,541,1,Bug,55,63,90,42,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Grass
Leavanny,542,1,Bug,75,103,80,92,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Grass
Venipede,543,1,Bug,30,45,59,57,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Poison
Whirlipede,544,1,Bug,40,55,99,47,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Poison
Scolipede,545,1,Bug,60,100,89,112,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Poison
Cottonee,546,1,Grass,40,27,60,66,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fairy
Whimsicott,547,1,Grass,60,67,85,116,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fairy
Petilil,548,1,Grass,45,35,50,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Lilligant,549,1,Grass,70,60,75,90,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Basculin,550,1,Water,70,92,65,98,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Sandile,551,1,Ground,50,72,35,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Dark
Krokorok,552,1,Ground,60,82,45,74,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Dark
Krookodile,553,1,Ground,95,117,80,92,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Dark
Darumaka,554,1,Fire,70,90,45,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Darmanitan,555,1,Fire,105,140,55,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Darmanitan Zen,555,1,Fire,105,30,105,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Psychic
Maractus,556,1,Grass,75,86,67,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Dwebble,557,1,Bug,50,65,85,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Rock
Crustle,558,1,Bug,70,95,125,45,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Rock
Scraggy,559,1,Dark,50,75,70,48,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fighting
Scrafty,560,1,Dark,65,90,115,58,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fighting
Sigilyph,561,1,Psychic,72,58,80,97,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
Yamask,562,1,Ghost,38,30,85,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Cofagrigus,563,1,Ghost,58,50,145,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Tirtouga,564,1,Water,54,78,103,22,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Rock
Carracosta,565,1,Water,74,108,133,32,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Rock
Archen,566,1,Rock,55,112,45,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
Archeops,567,1,Rock,75,140,65,110,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
Trubbish,568,1,Poison,50,50,62,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Garbodor,569,1,Poison,80,95,82,75,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Zorua,570,1,Dark,40,65,40,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Zoroark,571,1,Dark,60,105,60,105,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Minccino,572,1,Normal,55,50,40,75,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Cinccino,573,1,Normal,75,95,60,115,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Gothita,574,1,Psychic,45,30,50,45,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Gothorita,575,1,Psychic,60,45,70,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
